document_name,pipeline_highlight,correction,quality,supposed_cause,context,correct_label,possible_solution,comments
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,NA,pyrrhocorid,false_negative,unknown_lexeme,"Since then, two mirids, a pyrrhocorid and a pentatomid were also added to the Maltese fauna",habitat,add_lexeme,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Quick Scrog,false_negative,pattern_recognition,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat,,
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,Reptalus,Reptalus quinquecostatus ,too_narrow,unknown_lexeme,"Paralimnus phragmitis (Boheman), Reptalus quinquecostatus (Dufour), Tachycixius pilosus (Olivier)",taxon,"add_pattern,taxon_autocorrector",
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,Reptalus,"Reptalus quinquecostatus (Dufour),",false_negative,unknown_lexeme,"Paralimnus phragmitis (Boheman), Reptalus quinquecostatus (Dufour), Tachycixius pilosus (Olivier)",taxon,add_lexeme,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Rhynchites,Rhynchites auratus,too_narrow,unknown_lexeme,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon,"add_pattern,taxon_autocorrector",
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Rhynchota,false_negative,NA,Rhynchota-Homoptera ,taxon,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,ROADSIDES,false_negative,case_sensitivity,158 FLOWERS OF THE ROADSIDES AND HEDGES ,habitat,"case_sensitivity,concept_addition",
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Rubus fruticosus,Rubus rusticanus,too_narrow,"pattern_recognition,anaphora","(Rubus fruticosus (= rusticanus, Merc.)) ",taxon,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Scarlet T,false_negative,unknown_lexeme,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon,"add_pattern,taxon_autocorrector",
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Short-cloaked Moth,false_negative,unknown_lexeme,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon,add_lexeme,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Skig Slaathorn,false_negative,pattern_recognition,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Slacen-bush,false_negative,pattern_recognition,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Slan,false_negative,pattern_recognition,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Slaunbush,false_negative,pattern_recognition,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Slines,false_negative,pattern_recognition,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Sloe,false_negative,"pattern_recognition,anaphora","The Sloe is at home on sand soil, and is a sand plant, but is also a lime plant, loving limestone, and a humus-loving plant requiring humus soil. ",habitat,,"In ""The Sloe [...] is a sand plant"" the name of the plant, even if previously unknown to the ontology, should be recognised via the sentence pattern (in this case including an anaphora)."
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Sloe,false_negative,"text_extraction_issue,unknown_lexeme",The name Sloe for the fruit is extended to the plant itself,habitat,"add_pattern,taxon_autocorrector",
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Sloe,false_negative,unknown_lexeme,The Sloe is so common a wayside plant as scarcely to need description,habitat,"add_pattern,taxon_autocorrector",
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Sloe,false_negative,unknown_lexeme,The Sloe has the shrub habit. ,habitat,"add_pattern,taxon_autocorrector",
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Sloe,false_negative,unknown_lexeme,The Sloe is a deciduous shrub,habitat,"add_pattern,taxon_autocorrector",
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,sloes,false_negative,unknown_lexeme,sloes are recommended for fences,habitat,"add_pattern,taxon_autocorrector",
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Slone Bloom,false_negative,pattern_recognition,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Sloobush,false_negative,pattern_recognition,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Snag,false_negative,pattern_recognition,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Snagbush,false_negative,pattern_recognition,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat,,
2012_Ozgen_Psyllids_Anatolie_translation,Spanioneura ,Spanioneura pechai ,too_narrow,unknown_lexeme,"These species were Cyamophila glycyrrhizae (Becker, 1864), Spanioneura pechai (Klimaszewski &Lodos, 1977), Homotoma ficus (Linnaeus, 1758), Euphyllura straminea Loginova, 1973,Trioza magnisetosa Loginova, 1964, Aphalara grandicula (Gegechkori, 1981), Trioza neglecta Loginova, 1978, Trioza remota Foerster, 1848, Cacopsylla permixta Burckhardt & Hodkinson, 1986, Cacopsylla bidens (Sulc, 1907), Cacopsylla marianne (Baeva, 1966), and Agonoscena pistaciae Burckhardt & Lauterer, 1989",taxon,add_lexeme,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Spindle,false_negative,unknown_lexeme,"It is found not only by the highway, with Spindle, Maple, Crab, Hawthorn, Cornel, and Elder, but also in the hedgerows, in fields, and in woods",habitat,"add_pattern,taxon_autocorrector",
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,stalk,false_negative,NA,"vary considerably in form, in the acuteness of the leaf, and in the length of the stalk.",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,stalks,false_negative,NA,the stalks solitary or in pairs,habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,stamens,false_negative,NA,"The stamens become erect, and bend outwards",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,stamens,false_negative,NA,"from the inflection of the stamens toward the centre above the stigma, causing pollen to fall on the latter.",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Stereum,false_negative,NA,"Many larger fungi grow on it: Stereum, Podosphera, Eutypella, Polystigma, Plowrightia, Polyporus, Hypocmis, Entomospo- rium, Corynum, Cladosporium.",taxon,,
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,NA,Sternorryncha,false_negative,NA,The Sternorryncha of the Maltese Islands is represented by 99 aphids,taxon,,
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,NA,Sternorryncha,false_negative,unknown_lexeme,"Auchenorrhyncha, Heteroptera, Sternorryncha, new records, Mediterranean.",taxon,add_lexeme,
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,NA,Sternorryncha,false_negative,unknown_lexeme,"The group is represented by three suborders, Auchenorrhyncha, Heteroptera and Sternorryncha. ",taxon,add_lexeme,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,stone,false_negative,polysemy,"The fruit is a drupe, the flesh adhering to the stone, round. ",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,stone,false_negative,polysemy," the three forming the pericarp, the seed being the kernel within the stone.",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,stony ,stony endocarp,too_narrow,NA,"When the carpel becomes the fruit the layers are three, the skin or epicarp, the flesh or mesocarp, and the inner stony endocarp, ",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Syrphide,false_negative,NA,"Syrphide, Muscidae, Bibionid",habitat,,
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,Tachycixius pilosus,Tachycixius pilosus (Olivier),false_negative,unknown_lexeme,"Paralimnus phragmitis (Boheman), Reptalus quinquecostatus (Dufour), Tachycixius pilosus (Olivier)",taxon,add_lexeme,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Thecla,Thecla pruni,too_narrow,unknown_lexeme,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon,add_lexeme,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Thecla,Thecla W. album,too_narrow,unknown_lexeme,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon,add_lexeme,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Tom Thumb Vetchling,false_negative,unknown_lexeme,"Yellow Tar, Yellow Fitchling, Lady’s Fingers, Mouse Pea, Crawpea, Tom Thumb Vetchling. ",habitat,add_lexeme,
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,Toya,Toya ibiturca Asche,too_narrow,unknown_lexeme,"Reptalus quinquecostatus (Dufour), Tachycixius pilosus (Olivier) and Toya ibiturca Asche), and a new record for both the suborder Heteroptera (Plea minutissima (Leach)) and the suborder Sternorrhyncha (Planchonia arabidis Signoret).",taxon,add_lexeme,
2012_Ozgen_Psyllids_Anatolie_translation,Trioza,Trioza magnisetosa,too_narrow,unknown_lexeme,"These species were Cyamophila glycyrrhizae (Becker, 1864), Spanioneura pechai (Klimaszewski &Lodos, 1977), Homotoma ficus (Linnaeus, 1758), Euphyllura straminea Loginova, 1973,Trioza magnisetosa Loginova, 1964, Aphalara grandicula (Gegechkori, 1981), Trioza neglecta Loginova, 1978, Trioza remota Foerster, 1848, Cacopsylla permixta Burckhardt & Hodkinson, 1986, Cacopsylla bidens (Sulc, 1907), Cacopsylla marianne (Baeva, 1966), and Agonoscena pistaciae Burckhardt & Lauterer, 1989",taxon,add_lexeme,
2012_Ozgen_Psyllids_Anatolie_translation,Trioza,"Trioza magnisetosa Loginova, 1964",too_narrow,unknown_lexeme,"These species were Cyamophila glycyrrhizae (Becker, 1864), Spanioneura pechai (Klimaszewski &Lodos, 1977), Homotoma ficus (Linnaeus, 1758), Euphyllura straminea Loginova, 1973,Trioza magnisetosa Loginova, 1964, Aphalara grandicula (Gegechkori, 1981), Trioza neglecta Loginova, 1978, Trioza remota Foerster, 1848, Cacopsylla permixta Burckhardt & Hodkinson, 1986, Cacopsylla bidens (Sulc, 1907), Cacopsylla marianne (Baeva, 1966), and Agonoscena pistaciae Burckhardt & Lauterer, 1989",taxon,add_lexeme,
2012_Ozgen_Psyllids_Anatolie_translation,Trioza,Trioza neglecta Loginova,too_narrow,unknown_lexeme,"These species were Cyamophila glycyrrhizae (Becker, 1864), Spanioneura pechai (Klimaszewski &Lodos, 1977), Homotoma ficus (Linnaeus, 1758), Euphyllura straminea Loginova, 1973,Trioza magnisetosa Loginova, 1964, Aphalara grandicula (Gegechkori, 1981), Trioza neglecta Loginova, 1978, Trioza remota Foerster, 1848, Cacopsylla permixta Burckhardt & Hodkinson, 1986, Cacopsylla bidens (Sulc, 1907), Cacopsylla marianne (Baeva, 1966), and Agonoscena pistaciae Burckhardt & Lauterer, 1989",taxon,add_lexeme,
2012_Ozgen_Psyllids_Anatolie_translation,Trioza,"Trioza neglecta Loginova, 1978",too_narrow,unknown_lexeme,"These species were Cyamophila glycyrrhizae (Becker, 1864), Spanioneura pechai (Klimaszewski &Lodos, 1977), Homotoma ficus (Linnaeus, 1758), Euphyllura straminea Loginova, 1973,Trioza magnisetosa Loginova, 1964, Aphalara grandicula (Gegechkori, 1981), Trioza neglecta Loginova, 1978, Trioza remota Foerster, 1848, Cacopsylla permixta Burckhardt & Hodkinson, 1986, Cacopsylla bidens (Sulc, 1907), Cacopsylla marianne (Baeva, 1966), and Agonoscena pistaciae Burckhardt & Lauterer, 1989",taxon,add_lexeme,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,undergrowth,false_negative,unknown_lexeme,It forms some part also of the undergrowth in woods and plantations,habitat,"add_pattern,taxon_autocorrector",
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,Urtica urens,Urtica dioica L.,too_narrow,discontinued_entity_coordination,on Urtica urens and dioica L.,taxon,discontinued_entity_treatement,solution scope: enumeration and coordination
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Vellow Tail Moth,false_negative,unknown_lexeme,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon,add_lexeme,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,White-lewter Hairstreak ,false_negative,unknown_lexeme,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon,add_lexeme,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,flowers,wild flowers,too_narrow,NA,It is one of the earliest wild flowers in March and April.,habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Winter Kecksies,false_negative,pattern_recognition,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Winter Picks,false_negative,pattern_recognition,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Yellow Fitchling,false_negative,unknown_lexeme,"Yellow Tar, Yellow Fitchling, Lady’s Fingers, Mouse Pea, Crawpea, Tom Thumb Vetchling. ",habitat,"add_pattern,taxon_autocorrector",New synonym source
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Yellow Tar,false_negative,unknown_lexeme,"Yellow Tar, Yellow Fitchling, Lady’s Fingers, Mouse Pea, Crawpea, Tom Thumb Vetchling. ",habitat,"add_pattern,taxon_autocorrector",taxon: Lathyrus pratensis
